ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,query,qclass,label_service
1718640286.620752,CZkyLv2YkglKFEBu73,192.168.1.4,58265.0,185.125.190.66,53.0,udp,231.188.125.185.in-addr.arpa,1.0,dns
1718640029.073511,CdcOwM0GTuWrr32Lc,192.168.1.4,41534.0,185.125.190.66,53.0,udp,183.91.189.91.in-addr.arpa,1.0,dns
1718641836.740647,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,42.103.39.54.in-addr.arpa,1.0,dns
1718640012.922614,CSBu2S3wRjl3kzIEb7,192.168.1.4,35855.0,192.168.1.1,53.0,udp,webmail.ubuntu.com,1.0,https
1718641035.007461,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,243.24.211.18.in-addr.arpa,1.0,dns
1718639995.437812,Cs0JB418IBbUZdeHG8,192.168.1.4,36058.0,192.168.1.1,53.0,udp,obel.ubuntu.com,1.0,https
1718639972.335076,CR3del3qDUziyWoRN5,192.168.1.4,47677.0,192.168.1.1,53.0,udp,1114.ubuntu.com,1.0,https
1718641940.40159,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,83.103.39.54.in-addr.arpa,1.0,dns
1718640392.697304,CvqArgRFY3TEqKQr8,192.168.1.4,47838.0,192.168.1.1,53.0,udp,lahd.kali.org,1.0,https
1718647036.282538,CeK8rpueac4Xu6KW4,fdb3:122f:e2ec:0:b3f1:a17c:ccad:cbc6,5353.0,ff02::fb,5353.0,udp,prometheus.local,1.0,https
1718640394.530387,CsDA0N3QtOt3AMSxBf,192.168.1.4,33273.0,192.168.1.1,53.0,udp,minsoc.kali.org,1.0,https
1718641286.509042,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,85.49.39.54.in-addr.arpa,1.0,dns
1718641293.402291,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,88.49.39.54.in-addr.arpa,1.0,dns
1718641865.118277,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,53.103.39.54.in-addr.arpa,1.0,dns
1718641372.063008,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,118.49.39.54.in-addr.arpa,1.0,dns
1718640757.688704,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,136.24.211.18.in-addr.arpa,1.0,dns
1718639995.249911,CrAHkC2QoWAJpQKFG8,192.168.1.4,40325.0,192.168.1.1,53.0,udp,nshq.ubuntu.com,1.0,https
1718640329.595349,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,202.189.125.185.in-addr.arpa,1.0,dns
1718640398.151721,CFGBMC1By7mC0263ri,192.168.1.4,39283.0,192.168.1.1,53.0,udp,pdoed.kali.org,1.0,https
1718640460.138681,CvNUlU32rx627I61Ab,192.168.1.4,56423.0,172.64.33.209,53.0,udp,21.24.211.18.in-addr.arpa,1.0,dns
1718639997.223858,CRJaAx3xYXHmXKcZ4i,192.168.1.4,55621.0,192.168.1.1,53.0,udp,pdasync.ubuntu.com,1.0,https
1718641201.84544,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,52.49.39.54.in-addr.arpa,1.0,dns
1718638614.118358,CkxJAh4XMDgQTemjpd,192.168.1.7,5353.0,224.0.0.251,5353.0,udp,narvi.local,1.0,https
1718642317.045787,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,229.103.39.54.in-addr.arpa,1.0,dns
1718640926.677074,CpCYRE2pZutPgYS9f8,192.168.1.4,33500.0,173.245.59.209,53.0,udp,202.24.211.18.in-addr.arpa,1.0,dns
1718639975.3049,CuuWqz1Q7jgSy8Oj68,192.168.1.4,42532.0,192.168.1.1,53.0,udp,aco.ubuntu.com,1.0,https
1718641831.581067,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,40.103.39.54.in-addr.arpa,1.0,dns
1718640486.366626,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,31.24.211.18.in-addr.arpa,1.0,dns
1718640260.599465,CZkyLv2YkglKFEBu73,192.168.1.4,58265.0,185.125.190.66,53.0,udp,207.188.125.185.in-addr.arpa,1.0,dns
1718637425.701631,CVxPPx1G6scFb3ffXg,192.168.1.7,5353.0,224.0.0.251,5353.0,udp,narvi.local,1.0,https
1718640593.867518,CpCYRE2pZutPgYS9f8,192.168.1.4,33500.0,173.245.59.209,53.0,udp,73.24.211.18.in-addr.arpa,1.0,dns
1718644235.867748,CYtbeAEVHmDGrsAxi,fdb3:122f:e2ec:0:b3f1:a17c:ccad:cbc6,5353.0,ff02::fb,5353.0,udp,prometheus._smb._tcp.local,1.0,https
1718641214.728618,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,57.49.39.54.in-addr.arpa,1.0,dns
1718639997.109864,CZFBcKsUmY1i72TS,192.168.1.4,36335.0,192.168.1.1,53.0,udp,pan.ubuntu.com,1.0,https
1718642298.998002,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,222.103.39.54.in-addr.arpa,1.0,dns
1718647434.881569,Ctm0Va1GqfLiiQnbZ1,192.168.1.4,32790.0,192.168.1.1,53.0,udp,d1fw3h4w8htlic.cloudfront.net,1.0,https
1718640391.205833,Cu02nb48PMd5JO0bS2,192.168.1.4,45771.0,192.168.1.1,53.0,udp,ipcbel130.kali.org,1.0,https
1718640224.915467,CFZnblVEQBWeYNfB3,fdb3:122f:e2ec:0:9a22:6eff:fe43:eec3,5353.0,ff02::fb,5353.0,udp,_ipp._tcp.local,1.0,https
1718640007.027777,CuYUsw3bqo631zgovd,192.168.1.4,57489.0,192.168.1.1,53.0,udp,socialeeconomie.ubuntu.com,1.0,https
1718641578.376803,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,198.49.39.54.in-addr.arpa,1.0,dns
1718646803.68198,CeOmrl1gYa6zWicmo8,192.168.1.7,5353.0,224.0.0.251,5353.0,udp,narvi.local,1.0,https
1718640378.836929,CpK1Oi43BVH87PwG08,192.168.1.4,45619.0,192.168.1.1,53.0,udp,1025.kali.org,1.0,https
1718642161.789907,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,168.103.39.54.in-addr.arpa,1.0,dns
1718640393.075217,CwyR3l2dgbOHbmbCx6,192.168.1.4,46241.0,192.168.1.1,53.0,udp,live.kali.org,1.0,https
1718640381.703614,C75JPu2aFCag75MNN2,192.168.1.4,52317.0,192.168.1.1,53.0,udp,affaires-etrangeres.kali.org,1.0,https
1718641099.527611,CYu6yA3d8tlMS7M9Hl,192.168.1.4,45615.0,172.64.33.209,53.0,udp,13.49.39.54.in-addr.arpa,1.0,dns
1718641014.372592,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,235.24.211.18.in-addr.arpa,1.0,dns
1718640013.324967,CYDJ5apbKAzP5zkdi,192.168.1.4,52853.0,192.168.1.1,53.0,udp,www.ubuntu.com,1.0,https
1718640332.009001,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,231.189.125.185.in-addr.arpa,1.0,dns
1718640391.654044,C0nArr24StDCR0IoQ3,192.168.1.4,55117.0,192.168.1.1,53.0,udp,jfc-nafs.kali.org,1.0,https
1718641445.133558,CYu6yA3d8tlMS7M9Hl,192.168.1.4,45615.0,172.64.33.209,53.0,udp,147.49.39.54.in-addr.arpa,1.0,dns
1718641000.198733,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,230.24.211.18.in-addr.arpa,1.0,dns
1718641942.981366,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,84.103.39.54.in-addr.arpa,1.0,dns
1718641971.370817,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,95.103.39.54.in-addr.arpa,1.0,dns
1718640382.870975,C0Za3I2FPpfdMAvgXe,192.168.1.4,48473.0,192.168.1.1,53.0,udp,b-servers.kali.org,1.0,https
1718641523.785623,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,177.49.39.54.in-addr.arpa,1.0,dns
1718640691.889162,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,110.24.211.18.in-addr.arpa,1.0,dns
1718640329.428732,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,200.189.125.185.in-addr.arpa,1.0,dns
1718641267.180381,CYu6yA3d8tlMS7M9Hl,192.168.1.4,45615.0,172.64.33.209,53.0,udp,78.49.39.54.in-addr.arpa,1.0,dns
1718643924.348386,CRrmVy4qtAzseOkrGe,fdb3:122f:e2ec:0:b3f1:a17c:ccad:cbc6,5353.0,ff02::fb,5353.0,udp,prometheus._smb._tcp.local,1.0,https
1718641125.745995,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,23.49.39.54.in-addr.arpa,1.0,dns
1718640399.731491,Cw2jwJ1hmVV5VcDKWj,192.168.1.4,32809.0,192.168.1.1,53.0,udp,production.kali.org,1.0,https
1718642208.251451,C8zump1PPjJwmawT6e,192.168.1.4,54338.0,173.245.58.136,53.0,udp,186.103.39.54.in-addr.arpa,1.0,dns
1718640026.82483,CdcOwM0GTuWrr32Lc,192.168.1.4,41534.0,185.125.190.66,53.0,udp,156.91.189.91.in-addr.arpa,1.0,dns
1718640346.294517,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,146.190.125.185.in-addr.arpa,1.0,dns
1718640482.926682,CpCYRE2pZutPgYS9f8,192.168.1.4,33500.0,173.245.59.209,53.0,udp,30.24.211.18.in-addr.arpa,1.0,dns
1718641832.036401,CZyjhS1OWHY7wxdcj5,192.168.1.4,33831.0,173.245.59.209,53.0,udp,41.103.39.54.in-addr.arpa,1.0,dns
1718640394.217974,CaMmls4t3jYaoiOcmc,192.168.1.4,45336.0,192.168.1.1,53.0,udp,mediateurpensions.kali.org,1.0,https
1718640383.096434,CoLCcE3LjFA7KOGKl,192.168.1.4,49899.0,192.168.1.1,53.0,udp,be.kali.org,1.0,https
1718642058.597122,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,128.103.39.54.in-addr.arpa,1.0,dns
1718640379.091186,C4Vivg2YXOgo6SKHG8,192.168.1.4,41801.0,192.168.1.1,53.0,udp,1107.kali.org,1.0,https
1718640992.029419,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,227.24.211.18.in-addr.arpa,1.0,dns
1718640501.842609,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,37.24.211.18.in-addr.arpa,1.0,dns
1718640685.454011,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,108.24.211.18.in-addr.arpa,1.0,dns
1718642213.84144,CZyjhS1OWHY7wxdcj5,192.168.1.4,33831.0,173.245.59.209,53.0,udp,189.103.39.54.in-addr.arpa,1.0,dns
1718640320.68726,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,95.189.125.185.in-addr.arpa,1.0,dns
1718640608.057303,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,78.24.211.18.in-addr.arpa,1.0,dns
1718640337.371633,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,39.190.125.185.in-addr.arpa,1.0,dns
1718639973.514115,CgLc444Un4NCfoJ9uf,192.168.1.4,59763.0,192.168.1.1,53.0,udp,475.ubuntu.com,1.0,https
1718639990.683312,C8WZbZ1Wq3QiRedn6f,192.168.1.4,58543.0,192.168.1.1,53.0,udp,lnc06.ubuntu.com,1.0,https
1718640403.531445,CmTCCd3M6hdAXPsE53,192.168.1.4,33956.0,192.168.1.1,53.0,udp,telcobel.kali.org,1.0,https
1718640396.858177,CVMvd52ZnRP2YhrTqh,192.168.1.4,46709.0,192.168.1.1,53.0,udp,office.kali.org,1.0,https
1718641058.667549,CvNUlU32rx627I61Ab,192.168.1.4,56423.0,172.64.33.209,53.0,udp,253.24.211.18.in-addr.arpa,1.0,dns
1718391816.320882,CLHzKD4sVwWPi6x8u5,192.168.1.4,60743.0,192.168.1.1,53.0,udp,4.1.168.192.in-addr.arpa,1.0,dns
1718641707.331879,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,248.49.39.54.in-addr.arpa,1.0,dns
1718640000.384306,CBdkkG3i16mPsQ8Rsg,192.168.1.4,39403.0,192.168.1.1,53.0,udp,revenudintegration.ubuntu.com,1.0,https
1718640389.323421,CGfUas3jyFv0sXKVXj,192.168.1.4,57861.0,192.168.1.1,53.0,udp,gesundheit.kali.org,1.0,https
1718640834.66909,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,166.24.211.18.in-addr.arpa,1.0,dns
1718640340.789557,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,80.190.125.185.in-addr.arpa,1.0,dns
1718639979.722736,CZGTri4Nv6F1Thzez2,192.168.1.4,50152.0,192.168.1.1,53.0,udp,citrix.ubuntu.com,1.0,https
1718642200.487841,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,183.103.39.54.in-addr.arpa,1.0,dns
1718641945.092507,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,84.103.39.54.in-addr.arpa,1.0,dns
1718641344.985365,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,108.49.39.54.in-addr.arpa,1.0,dns
1718641302.427251,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,91.49.39.54.in-addr.arpa,1.0,dns
1718640006.770954,CdmbOauhsOSVfH7le,192.168.1.4,39013.0,192.168.1.1,53.0,udp,socialassistance.ubuntu.com,1.0,https
1718639980.185637,CqhTYO2t4Fi1KUPeql,192.168.1.4,44464.0,192.168.1.1,53.0,udp,coedat.ubuntu.com,1.0,https
1718640621.803391,ChXoHD2fu88KVThkIk,192.168.1.4,46482.0,173.245.58.136,53.0,udp,83.24.211.18.in-addr.arpa,1.0,dns
1718640379.07228,Cu18MI1vVAakzJE08d,192.168.1.4,43734.0,192.168.1.1,53.0,udp,1106.kali.org,1.0,https
1718640335.120507,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,12.190.125.185.in-addr.arpa,1.0,dns
1718640622.233426,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,83.24.211.18.in-addr.arpa,1.0,dns
1718639986.075778,CSUwjcWrpvFDGr6Nf,192.168.1.4,43747.0,192.168.1.1,53.0,udp,hrf-m.ubuntu.com,1.0,https
1718641961.053425,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,91.103.39.54.in-addr.arpa,1.0,dns
1718640884.111979,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,185.24.211.18.in-addr.arpa,1.0,dns
1718640395.234239,CLaLzn3TeqbboO1hm9,192.168.1.4,51932.0,192.168.1.1,53.0,udp,namsa.kali.org,1.0,https
1718641872.858753,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,56.103.39.54.in-addr.arpa,1.0,dns
1718640609.334093,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,78.24.211.18.in-addr.arpa,1.0,dns
1718641785.157973,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,22.103.39.54.in-addr.arpa,1.0,dns
1718640764.137857,CpCYRE2pZutPgYS9f8,192.168.1.4,33500.0,173.245.59.209,53.0,udp,139.24.211.18.in-addr.arpa,1.0,dns
1718640988.578022,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,225.24.211.18.in-addr.arpa,1.0,dns
1718641955.87862,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,89.103.39.54.in-addr.arpa,1.0,dns
1718642226.309479,C8zump1PPjJwmawT6e,192.168.1.4,54338.0,173.245.58.136,53.0,udp,193.103.39.54.in-addr.arpa,1.0,dns
1718642056.485611,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,128.103.39.54.in-addr.arpa,1.0,dns
1718647513.128832,CbPk5g3Z6XDprJvT24,192.168.1.4,34123.0,192.168.1.1,53.0,udp,adastra.terrarium.earth,1.0,https
1718640782.213699,CpCYRE2pZutPgYS9f8,192.168.1.4,33500.0,173.245.59.209,53.0,udp,146.24.211.18.in-addr.arpa,1.0,dns
1718640347.044106,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,155.190.125.185.in-addr.arpa,1.0,dns
1718639990.706284,CFGRtg1CwHvj21VR1h,192.168.1.4,44515.0,192.168.1.1,53.0,udp,lnc07.ubuntu.com,1.0,https
1718640579.249712,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,67.24.211.18.in-addr.arpa,1.0,dns
1718640038.33494,CZkyLv2YkglKFEBu73,192.168.1.4,58265.0,185.125.190.66,53.0,udp,2.188.125.185.in-addr.arpa,1.0,dns
1718640637.282106,ChXoHD2fu88KVThkIk,192.168.1.4,46482.0,173.245.58.136,53.0,udp,89.24.211.18.in-addr.arpa,1.0,dns
1718639986.236755,CNuCaI3waVwjRfsvL3,192.168.1.4,57900.0,192.168.1.1,53.0,udp,hrfl.ubuntu.com,1.0,https
1718640397.562893,CYa9j211ffYCRJZW43,192.168.1.4,36737.0,192.168.1.1,53.0,udp,onkelinckx.kali.org,1.0,https
1718641652.738319,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,227.49.39.54.in-addr.arpa,1.0,dns
1718641671.23736,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,234.49.39.54.in-addr.arpa,1.0,dns
1718642190.648967,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,180.103.39.54.in-addr.arpa,1.0,dns
1718640915.068376,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,197.24.211.18.in-addr.arpa,1.0,dns
1718640393.092013,CA7lfb3atm5sPNVBTh,192.168.1.4,57947.0,192.168.1.1,53.0,udp,live2.kali.org,1.0,https
1718642154.519029,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,166.103.39.54.in-addr.arpa,1.0,dns
1718639994.699982,CHuMsBi6LclQ7Dy76,192.168.1.4,33370.0,192.168.1.1,53.0,udp,nitcdsa2rev2.ubuntu.com,1.0,https
1718640774.904162,CvNUlU32rx627I61Ab,192.168.1.4,56423.0,172.64.33.209,53.0,udp,143.24.211.18.in-addr.arpa,1.0,dns
1718642138.596603,C8zump1PPjJwmawT6e,192.168.1.4,54338.0,173.245.58.136,53.0,udp,159.103.39.54.in-addr.arpa,1.0,dns
1718640971.822887,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,219.24.211.18.in-addr.arpa,1.0,dns
1718641330.786488,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,102.49.39.54.in-addr.arpa,1.0,dns
1718641215.601105,CYu6yA3d8tlMS7M9Hl,192.168.1.4,45615.0,172.64.33.209,53.0,udp,58.49.39.54.in-addr.arpa,1.0,dns
1718638035.256857,CL1CI1JC34ushw0Se,fdb3:122f:e2ec:0:b3f1:a17c:ccad:cbc6,5353.0,ff02::fb,5353.0,udp,_ipp._tcp.local,1.0,https
1718640336.287588,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,26.190.125.185.in-addr.arpa,1.0,dns
1718640339.122931,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,60.190.125.185.in-addr.arpa,1.0,dns
1718641288.241232,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,86.49.39.54.in-addr.arpa,1.0,dns
1718642311.899739,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,227.103.39.54.in-addr.arpa,1.0,dns
1718640399.400609,CV1Ucv2Teju7b7zEai,192.168.1.4,45897.0,192.168.1.1,53.0,udp,princesselouise.kali.org,1.0,https
1718641650.602,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,226.49.39.54.in-addr.arpa,1.0,dns
1718640013.489199,CJZwDX1DWMkaElx1lf,192.168.1.4,51853.0,192.168.1.1,53.0,udp,xmmxprod1.ubuntu.com,1.0,https
1718640917.218013,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,198.24.211.18.in-addr.arpa,1.0,dns
1718639973.743113,CkL7xH315qCzuox8Fl,192.168.1.4,55336.0,192.168.1.1,53.0,udp,532.ubuntu.com,1.0,https
1718640321.519148,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,105.189.125.185.in-addr.arpa,1.0,dns
1718641088.337133,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,8.49.39.54.in-addr.arpa,1.0,dns
1718641960.583994,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,90.103.39.54.in-addr.arpa,1.0,dns
1718641323.92238,CYu6yA3d8tlMS7M9Hl,192.168.1.4,45615.0,172.64.33.209,53.0,udp,100.49.39.54.in-addr.arpa,1.0,dns
1718640397.224478,Ccht4g3tfagOvURhNl,192.168.1.4,52357.0,192.168.1.1,53.0,udp,ombudsman-pensionen.kali.org,1.0,https
1718639978.199431,CiGIab3ryUgnms6P41,192.168.1.4,51484.0,192.168.1.1,53.0,udp,boot-servers.ubuntu.com,1.0,https
1718639996.764578,CIkRLU2nThp7i8Dgfl,192.168.1.4,37561.0,192.168.1.1,53.0,udp,onva-rjv.ubuntu.com,1.0,https
1718640699.627803,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,113.24.211.18.in-addr.arpa,1.0,dns
1718641988.946641,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,101.103.39.54.in-addr.arpa,1.0,dns
1718639992.105856,CrIpwfExldecwuYdf,192.168.1.4,41225.0,192.168.1.1,53.0,udp,member.ubuntu.com,1.0,https
1718640834.23905,CvNUlU32rx627I61Ab,192.168.1.4,56423.0,172.64.33.209,53.0,udp,166.24.211.18.in-addr.arpa,1.0,dns
1718642280.941202,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,215.103.39.54.in-addr.arpa,1.0,dns
1718640646.322908,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,93.24.211.18.in-addr.arpa,1.0,dns
1718641321.343506,CYu6yA3d8tlMS7M9Hl,192.168.1.4,45615.0,172.64.33.209,53.0,udp,99.49.39.54.in-addr.arpa,1.0,dns
1718641068.581453,CYu6yA3d8tlMS7M9Hl,192.168.1.4,45615.0,172.64.33.209,53.0,udp,1.49.39.54.in-addr.arpa,1.0,dns
1718641852.218696,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,48.103.39.54.in-addr.arpa,1.0,dns
1718639972.35885,CwBspD3Q8ieZEUN1T4,192.168.1.4,53351.0,192.168.1.1,53.0,udp,1115.ubuntu.com,1.0,https
1718640333.59214,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,250.189.125.185.in-addr.arpa,1.0,dns
1718641459.307683,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,152.49.39.54.in-addr.arpa,1.0,dns
1718642017.804009,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,113.103.39.54.in-addr.arpa,1.0,dns
1718639977.775718,CcTP6k2H8W9pHKYEug,192.168.1.4,57882.0,192.168.1.1,53.0,udp,bestat.ubuntu.com,1.0,https
1718640005.559998,CLM0cw4vnaHo51ZJq,fdb3:122f:e2ec::38e,57701.0,fdb3:122f:e2ec::1,53.0,udp,1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.c.e.2.e.f.2.2.1.3.b.d.f.ip6.arpa,1.0,https
1718640382.20207,CJqSk21QPAgnNBCD3i,192.168.1.4,41893.0,192.168.1.1,53.0,udp,albert2.kali.org,1.0,https
1718640637.711831,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,89.24.211.18.in-addr.arpa,1.0,dns
1718640401.461902,C5u6l11LrsniPtBFr9,192.168.1.4,57789.0,192.168.1.1,53.0,udp,securite-prive.kali.org,1.0,https
1718639990.935192,C75eMS12x2dYyxYCng,192.168.1.4,39976.0,192.168.1.1,53.0,udp,lnc18.ubuntu.com,1.0,https
1718640300.715957,CZkyLv2YkglKFEBu73,192.168.1.4,58265.0,185.125.190.66,53.0,udp,244.188.125.185.in-addr.arpa,1.0,dns
1718639993.592221,CuonI0305LLaBJjXj4,192.168.1.4,50817.0,192.168.1.1,53.0,udp,ncags.ubuntu.com,1.0,https
1718639991.462564,Cf6gIX3euCOjQqAQce,192.168.1.4,43132.0,192.168.1.1,53.0,udp,maladies-animales.ubuntu.com,1.0,https
1718640029.822823,CdcOwM0GTuWrr32Lc,192.168.1.4,41534.0,185.125.190.66,53.0,udp,192.91.189.91.in-addr.arpa,1.0,dns
1718640379.826095,CZt0DIwRTlQwySuie,192.168.1.4,51965.0,192.168.1.1,53.0,udp,29.kali.org,1.0,https
1718641986.367225,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,100.103.39.54.in-addr.arpa,1.0,dns
1718641983.801242,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,99.103.39.54.in-addr.arpa,1.0,dns
1718641551.308054,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,188.49.39.54.in-addr.arpa,1.0,dns
1718646527.210844,C06rNp1y5XQxrJFPcg,fdb3:122f:e2ec:0:b3f1:a17c:ccad:cbc6,5353.0,ff02::fb,5353.0,udp,prometheus.local,1.0,https
1718641624.798414,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,216.49.39.54.in-addr.arpa,1.0,dns
1718639989.537687,Co6r3y4TEDhHHjP7m2,192.168.1.4,56322.0,192.168.1.1,53.0,udp,kfor.ubuntu.com,1.0,https
1718639985.014521,C1S9JI1hKeeHmd2Ivg,192.168.1.4,44731.0,192.168.1.1,53.0,udp,ftps.ubuntu.com,1.0,https
1718641525.075348,C2bdEN3nCr7bog7EP5,192.168.1.4,46596.0,108.162.193.209,53.0,udp,178.49.39.54.in-addr.arpa,1.0,dns
